player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Caleb Brown,141336,CB,HAWAII,10,4,0,55.0,0,1,180,0,0,74.8,77.1,84.5,,83.0,79.3,0,0,0,0,42,6.3,2,6,6,68.1,22,0,0,20,453,291,492,0,0,0,0,0,3,492,0,201,16,9,26,2,40,0,0,194,43,8.8
Jahon Myers,141356,ED,KENNESAW,8,3,0,,0,0,200,0,0,,57.4,79.7,55.9,58.0,29.0,0,1,0,0,,27.3,3,0,0,0.0,0,0,0,0,0,0,174,174,0,6,25,143,0,0,71,103,0,4,5,0,0,1,0,0,0,
Tyler Scott,141362,DI,KENNESAW,9,4,0,,0,0,200,0,0,60.0,59.9,36.6,60.7,60.7,65.9,0,2,0,0,,9.1,1,0,1,0.0,0,0,0,0,0,0,152,152,124,28,0,0,0,0,66,86,0,6,6,0,0,2,0,0,0,
Xavier Robinson,141493,LB,GA STATE,11,16,0,89.5,0,0,175,0,0,35.2,54.9,80.9,64.2,68.0,80.7,1,0,0,0,26,6.5,4,0,0,154.1,17,2,0,308,0,132,347,16,0,0,16,0,0,331,30,185,23,20,42,3,19,3,3,218,118,12.8
Kobe Singleton,141698,CB,OREGON ST,4,0,0,57.1,0,0,265,0,0,63.8,62.8,78.8,,55.4,78.2,0,0,0,0,65,0.0,0,2,1,141.4,4,0,0,4,108,65,112,0,0,0,0,0,0,112,0,47,0,1,3,0,7,0,1,99,86,24.8
Okiki Olorunfunmi,141716,ED,NEW MEXICO,8,3,0,,0,0,241,0,0,58.4,44.6,43.9,53.7,41.5,25.9,1,1,0,0,,44.4,8,0,1,0.0,0,0,0,1,0,8,196,195,1,9,138,47,0,1,96,92,0,5,7,0,0,2,0,0,0,
Nate Valcarcel,141856,S,N ILLINOIS,12,15,1,40.0,0,0,254,1,0,69.1,72.6,0.0,72.9,80.8,90.0,2,6,0,2,58,2.2,1,6,4,56.7,8,2,0,92,0,329,624,35,0,0,35,0,430,589,24,271,67,13,30,0,20,10,2,132,48,16.5
Jack Henderson,141888,S,MINNESOTA,12,7,1,76.2,0,0,225,1,0,71.8,72.4,88.9,67.3,69.6,62.4,0,6,1,1,12,17.1,6,0,1,59.4,16,5,0,113,1,164,457,124,0,0,124,0,6,333,77,216,213,17,22,4,21,11,0,69,71,4.3
Zy Alexander,141889,CB,LSU,10,1,0,41.7,0,0,211,0,0,84.3,82.6,84.4,69.0,66.0,84.2,0,0,0,2,63,3.7,1,4,0,39.2,15,1,0,40,446,270,524,1,0,0,1,0,3,523,4,250,33,14,25,3,36,1,1,141,66,9.4
Isaiah Hamilton,141966,CB,OLE MISS,11,3,0,46.4,0,0,226,0,0,68.5,69.3,83.3,,69.1,45.7,0,0,0,0,63,22.2,4,4,1,72.3,13,0,0,14,322,210,345,4,0,0,4,0,1,341,0,135,3,4,11,2,28,0,0,212,69,16.3
Javon Carter,141996,ED,TULANE,9,0,0,,0,1,319,0,0,62.7,66.5,83.0,75.9,47.1,73.0,2,4,0,0,,,0,0,0,0.0,0,1,0,0,0,11,92,91,0,1,90,0,0,1,49,32,1,1,0,0,0,7,0,0,0,
Lake Ellis,142076,CB,UMASS,12,5,0,55.6,0,0,216,0,0,71.9,67.9,43.0,67.5,53.8,58.8,2,0,0,0,28,17.6,6,4,7,91.7,15,0,0,72,430,273,567,11,0,0,11,0,2,556,4,290,51,6,23,2,27,2,2,121,69,8.1
Arsheen Jiles,142101,CB,UMASS,12,6,0,48.4,0,0,216,0,0,75.0,73.7,84.2,57.7,65.8,69.9,0,1,0,1,33,13.2,5,2,1,59.1,15,0,0,55,344,225,470,3,0,0,3,0,1,467,2,243,66,8,27,2,31,1,0,224,73,14.9
Teddye Buchanan,142172,LB,CAL,12,23,3,56.3,0,3,130,0,0,75.9,77.4,90.0,74.4,72.0,83.0,4,15,0,0,40,9.3,10,2,0,79.0,18,6,0,656,5,429,850,125,0,0,125,0,2,725,96,325,60,48,74,4,32,25,0,231,121,12.8
Chubba Maae,142181,DI,ARIZONA,4,4,0,,0,0,109,0,0,60.0,61.2,0.0,60.9,66.1,76.5,0,4,0,0,,0.0,0,0,2,0.0,0,0,1,0,0,0,139,139,41,94,0,4,0,0,71,68,0,3,4,1,0,4,0,0,0,
Jessie Evans,142203,ED,LA TECH,12,9,1,,1,0,208,0,0,68.3,70.4,54.0,65.0,71.0,60.5,5,22,0,0,,12.5,5,0,2,0.0,0,1,1,0,0,1,540,540,0,51,420,69,0,0,285,254,0,18,26,6,0,28,0,0,0,
Austin Ambush,142273,S,JVILLE ST,1,1,0,100.0,0,0,196,0,0,41.7,38.2,69.6,59.6,50.4,78.0,0,0,0,0,12,0.0,0,0,0,156.3,1,0,0,13,0,3,13,0,0,0,0,0,0,13,1,9,0,0,1,0,1,0,1,12,9,12.0
Darius McKenzie,142289,LB,S ALABAMA,12,22,1,73.3,0,0,288,1,0,69.1,75.4,84.7,71.3,73.6,70.1,2,5,0,0,22,11.1,9,3,0,99.3,22,1,0,463,1,214,479,5,0,0,5,0,0,474,34,231,9,28,50,2,30,8,1,180,92,8.2
Dorian Royal,142299,ED,GA STATE,8,1,0,100.0,0,0,175,0,0,53.0,47.4,26.4,56.5,48.6,44.0,1,5,0,0,18,17.6,3,0,2,158.3,1,0,0,0,0,1,276,276,0,43,132,101,0,0,122,153,0,8,13,1,1,6,1,18,0,18.0
Aamir Hall,142350,CB,MICHIGAN,11,6,0,71.0,0,0,222,0,0,72.5,74.7,83.7,59.6,80.1,66.2,0,0,0,2,47,14.0,6,4,2,104.0,22,0,0,47,396,273,458,5,0,0,5,0,1,453,1,184,9,9,31,3,31,0,3,278,79,12.6
James Jennette,142415,ED,VA TECH,1,0,0,,0,0,337,0,0,,64.8,73.8,64.0,60.0,73.0,1,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,8,8,0,0,8,0,0,0,6,2,0,1,0,0,0,2,0,0,0,
John Pius,142424,ED,WISCONSIN,12,4,0,100.0,0,1,349,0,0,60.6,73.9,38.1,86.2,59.7,56.2,2,26,0,0,21,15.4,4,0,2,118.8,2,2,0,1,0,22,334,331,0,12,300,19,0,3,169,143,1,14,18,1,2,30,0,40,32,20.0
Abdul Janneh Jr.,142437,WR,GA TECH,1,0,0,,0,0,176,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Victor Nelson,142508,S,BOSTON COL,1,0,0,,0,0,121,0,0,60.0,60.7,69.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,6,0,0,0,0,0,5,6,0,5,0,0,0,0,0,0,0,0,0,
Jeffrey Smyth,142644,S,GA SOUTHRN,2,1,0,100.0,0,0,174,0,0,32.5,44.6,71.8,,69.7,37.9,0,0,0,0,17,33.3,1,0,0,118.8,2,0,0,4,0,9,16,0,0,0,0,0,11,16,0,7,1,1,1,0,2,0,0,25,10,12.5
Blake Leake,143001,LB,OHIO,12,21,0,63.2,0,1,259,0,0,62.7,66.1,49.8,60.5,70.0,53.9,2,6,0,0,20,18.2,16,3,1,87.5,24,0,0,469,0,294,567,14,0,0,14,0,0,553,54,219,84,32,51,4,38,8,1,219,110,9.1
Max Hurleman,143017,S,NOTRE DAME,7,1,0,100.0,0,0,258,0,0,51.3,58.7,77.9,,74.0,58.6,0,0,0,0,12,20.0,2,0,0,133.6,7,0,0,23,1,31,63,1,0,0,1,0,2,62,0,32,35,2,7,0,7,0,1,46,24,6.6
Owen Goss,143026,S,ARIZONA,11,12,0,82.4,0,4,109,2,0,65.3,67.4,83.6,72.6,67.6,52.9,0,2,0,0,48,17.7,11,2,0,146.2,28,1,0,325,8,279,583,26,0,0,26,0,20,557,12,292,203,14,39,2,34,3,4,329,178,11.8
Terrence Spence,143073,CB,JAMES MAD,12,0,0,48.1,0,1,197,0,0,73.8,73.4,86.3,45.1,68.4,78.4,0,1,1,5,64,9.4,3,6,1,45.1,26,0,0,13,475,300,501,3,0,0,3,0,0,498,1,200,8,4,29,0,54,1,2,378,86,14.5
Josh Gholston,143282,S,VA TECH,1,0,0,,0,0,337,0,0,60.8,60.5,67.5,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Chase Alexander,143336,S,JVILLE ST,2,0,0,,0,0,196,0,0,60.0,66.9,71.1,,68.6,81.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,14,0,1,15,0,0,0,0,0,1,15,0,14,0,0,4,0,0,0,0,0,0,
Mike Nwokocha,143510,DI,SYRACUSE,1,0,0,,0,0,304,0,0,,52.2,71.0,57.6,56.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,
Shadwel Nkuba II,143609,CB,LA LAFAYET,2,0,0,,0,0,207,0,0,62.4,53.1,69.6,,45.7,21.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,3,9,3,14,0,0,0,0,0,0,14,0,11,1,0,0,0,0,0,0,0,0,
Parker McKenna,143761,LB,WASH STATE,12,7,0,69.2,0,1,341,0,0,60.3,63.7,6.6,69.6,64.7,62.9,1,5,0,0,23,15.2,5,1,1,88.6,9,1,0,177,2,96,220,6,0,0,6,0,3,214,30,94,29,14,21,0,13,7,0,90,43,10.0
Shawn Asbury II,143814,S,INDIANA,13,12,0,77.8,0,0,190,0,0,83.6,78.6,52.3,77.4,65.4,45.0,1,1,0,1,25,23.2,19,4,1,95.1,21,2,0,318,5,442,723,12,0,0,12,0,316,711,15,266,72,17,51,2,27,4,1,204,82,9.7
Cole Batson,143815,S,BOSTON COL,2,0,1,,0,0,121,0,0,64.8,69.8,71.9,65.4,61.2,76.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,4,12,1,0,0,1,0,5,11,1,7,2,0,1,0,0,0,0,0,0,
C.J. Burton,143819,S,CHARLOTTE,10,2,1,81.3,0,0,136,0,0,54.6,54.5,84.4,50.9,57.5,38.8,0,3,0,0,42,28.0,7,0,0,139.6,13,0,0,53,6,122,266,17,0,0,17,0,3,249,24,120,187,9,16,1,16,3,1,201,128,15.5
Jalen Cheek,143820,S,BOSTON COL,1,1,0,0.0,0,0,121,0,0,92.0,92.2,74.0,63.7,66.2,78.4,0,0,0,1,,0.0,0,0,0,0.0,0,0,0,10,0,12,27,1,0,0,1,0,13,26,1,14,3,1,2,0,1,0,0,0,0,
Ty Clemons,143821,DI,BOSTON COL,7,0,0,,0,0,121,0,0,59.9,67.9,77.6,59.4,74.8,73.2,1,0,1,1,,0.0,0,0,0,0.0,0,0,0,0,0,1,57,57,2,36,12,7,0,0,41,15,0,2,2,1,0,1,0,0,0,
Donovan Ezeiruaku,143824,ED,BOSTON COL,12,16,0,,0,3,121,0,0,55.1,89.9,66.4,90.4,83.6,79.3,19,26,0,0,,8.1,5,0,2,0.0,0,14,0,39,0,36,766,721,0,0,719,2,0,45,428,302,6,42,41,6,0,59,0,0,0,
Quintayvious Hutchins,143827,ED,BOSTON COL,12,12,0,50.0,0,1,121,2,0,87.6,72.8,39.9,73.1,63.6,62.3,8,12,0,1,12,15.8,6,0,2,19.8,2,4,0,9,0,11,366,356,0,18,318,20,0,10,209,146,1,13,20,1,4,24,0,15,11,7.5
Bugg Jones,143828,S,BOSTON COL,1,1,0,,0,0,121,0,0,60.6,63.8,68.2,,60.9,75.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,2,5,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,
Owen McGowan,143832,LB,BOSTON COL,8,5,0,72.7,0,0,121,0,0,64.6,65.3,79.8,55.8,66.8,82.3,2,1,0,0,20,3.7,1,1,0,130.7,8,0,0,227,0,117,258,13,0,0,13,0,0,245,31,110,18,8,21,1,11,3,2,75,21,9.4
Bryce Steele,143838,LB,BOSTON COL,3,0,0,,0,0,121,0,0,72.0,72.6,75.0,57.5,67.6,77.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,33,0,18,38,4,0,0,4,0,0,34,3,17,1,2,3,0,0,1,0,0,0,
Owen Stoudmire,143839,DI,BOSTON COL,12,11,0,,0,0,121,0,0,55.3,57.1,61.3,52.8,64.1,59.4,1,6,0,0,,10.7,3,0,1,0.0,0,1,0,0,0,5,378,378,62,235,22,59,0,0,221,152,0,10,14,1,0,8,0,0,0,
Jalon Williams,143843,CB,BOSTON COL,4,1,0,50.0,0,0,121,0,0,65.1,68.4,80.3,72.9,64.3,76.9,0,2,0,0,11,0.0,0,1,0,60.4,2,0,0,3,1,26,55,3,0,0,3,0,0,52,5,24,48,0,2,0,4,2,0,16,9,8.0
Cameron Bergeron,143846,LB,DUKE,12,9,0,75.6,1,2,154,1,0,61.4,70.5,85.6,64.8,83.2,64.3,5,16,0,1,66,18.1,13,2,1,112.3,34,7,0,314,4,291,634,48,0,0,48,0,3,586,84,259,265,33,50,5,45,28,3,370,292,10.9
Placide Djungu-Sungu,143851,S,DUKE,2,0,0,100.0,0,0,154,0,0,49.5,52.1,68.9,,60.2,,0,0,0,0,23,,0,0,0,118.8,1,0,0,1,0,5,10,0,0,0,0,0,7,10,0,5,1,0,0,0,1,0,0,23,2,23.0
Tre Freeman,143853,LB,DUKE,12,17,0,71.9,0,1,154,2,0,70.9,70.1,84.8,62.3,68.1,56.7,2,8,0,2,22,14.9,10,1,0,70.2,23,1,0,409,4,290,582,39,0,0,39,0,1,543,43,249,129,22,40,2,32,11,1,183,126,8.0
Sahmir Hagans,143854,WR,DUKE,1,0,0,,1,0,154,0,0,,60.2,73.9,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Aaron Hall,143855,DI,DUKE,12,15,2,,1,0,154,0,0,60.0,67.4,55.4,74.0,61.6,73.0,6,16,0,0,,8.3,3,0,2,0.0,0,2,0,0,0,0,557,557,15,515,1,26,0,0,278,279,0,16,18,3,0,24,0,0,0,
Brandon Johnson,143858,CB,OREGON,12,5,1,59.6,0,0,264,1,1,69.4,69.3,89.1,56.4,69.9,54.6,1,7,0,1,32,18.6,8,7,2,83.3,31,0,0,46,13,314,545,22,0,0,22,0,1,523,37,194,463,14,30,5,52,8,3,254,127,8.2
Nick Morris Jr.,143867,LB,DUKE,1,0,0,,0,0,154,0,0,62.9,75.2,73.2,72.2,72.5,75.8,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,21,0,11,21,0,0,0,0,0,0,21,0,10,0,1,1,1,0,1,0,0,0,
Joshua Pickett,143869,CB,DUKE,12,6,0,48.9,0,1,154,0,0,73.1,71.6,50.0,60.1,63.2,32.4,0,0,0,1,27,28.0,14,6,3,56.2,22,0,0,43,614,400,706,3,0,0,3,0,14,703,8,298,32,9,30,3,45,0,0,244,146,11.1
Shyheim Brown,143874,S,FLORIDA ST,11,16,0,71.4,0,0,167,0,0,70.4,69.8,86.2,60.1,66.5,76.3,1,1,0,0,39,12.5,10,1,0,127.4,10,0,0,327,0,252,551,21,0,0,21,0,158,530,11,288,45,20,54,1,14,2,1,141,57,14.1
Omarion Cooper,143877,S,FLORIDA ST,3,0,0,100.0,0,0,167,0,0,60.6,53.2,74.0,58.8,43.3,26.2,0,0,0,0,21,60.0,3,0,0,118.8,2,0,0,10,0,17,31,1,0,0,1,0,19,30,1,13,0,0,2,0,2,0,0,32,27,16.0
Jordan Eubanks,143879,LB,UNLV,2,0,0,,0,0,325,0,0,60.0,73.3,66.1,,68.0,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,
Joshua Farmer,143880,DI,FLORIDA ST,12,12,0,,0,0,167,0,0,50.5,63.5,30.8,71.4,61.0,58.6,3,17,0,0,,15.2,5,0,3,0.0,0,6,0,1,0,0,513,512,30,435,16,31,0,1,242,271,0,18,16,3,0,26,0,0,0,
Shambre Jackson,143884,DI,UMASS,8,2,0,,0,0,216,0,0,60.0,53.6,81.5,58.6,50.1,79.2,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,208,208,32,164,0,12,0,0,98,110,0,7,10,1,0,2,0,0,0,
Kevin Knowles II,143885,CB,FLORIDA ST,12,4,0,60.5,0,0,167,0,0,55.1,58.0,88.8,76.6,63.9,52.8,0,2,0,0,31,22.2,8,2,2,84.9,26,1,0,13,0,253,444,0,0,0,0,0,0,444,4,187,431,8,24,1,43,3,1,255,140,9.8
Malakai Menzer,143888,ED,FLORIDA ST,1,0,0,,0,0,167,0,0,,67.9,70.0,,63.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
Patrick Payton,143893,ED,FLORIDA ST,12,8,0,66.7,1,0,167,0,0,51.2,58.0,41.7,61.2,59.5,37.1,3,19,0,0,14,28.6,12,0,3,119.4,2,4,0,9,0,17,577,568,0,8,516,44,0,9,277,283,0,22,22,6,3,26,1,16,11,8.0
Byron Turner Jr.,143897,ED,FLORIDA ST,12,2,0,,0,0,167,0,0,61.9,59.3,84.2,57.2,59.0,82.2,2,6,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,3,187,184,0,3,171,10,0,3,85,99,0,8,11,1,0,8,0,0,0,
Hunter Washington,143898,S,MISS STATE,12,11,0,65.6,1,1,227,1,0,45.5,49.6,15.3,54.8,61.9,40.5,0,1,0,1,27,23.4,15,2,3,91.9,21,0,0,266,5,327,698,8,0,0,8,0,307,690,6,365,112,9,38,2,32,1,2,210,107,10.0
Zeek Biggers,143903,DI,GA TECH,12,5,3,,0,0,176,1,0,65.5,61.5,83.8,58.7,59.8,29.5,0,3,0,0,,26.9,7,0,0,0.0,0,0,0,0,0,1,376,374,40,333,0,1,0,2,215,160,1,9,14,2,0,3,0,0,0,
Sirad Bryant,143906,S,UAB,12,17,0,75.0,2,0,321,0,0,79.4,70.3,9.5,50.2,63.7,72.4,0,1,0,1,29,14.1,9,2,2,69.4,15,0,0,317,4,256,529,25,0,0,25,0,99,504,10,263,84,17,38,1,20,1,0,123,97,8.2
Grey Carroll,143907,ED,LIBERTY,6,0,0,,0,0,206,0,0,60.0,61.4,76.7,57.6,62.4,48.4,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,1,52,52,0,7,27,18,0,0,25,26,0,1,2,1,0,2,0,0,0,
Noah Collins,143908,ED,ARK STATE,10,12,0,,0,0,113,0,0,57.9,61.6,29.8,58.6,68.4,71.5,0,4,0,0,,6.7,2,0,2,0.0,0,2,0,0,0,0,280,280,0,8,260,12,0,0,121,159,0,12,16,1,0,6,0,0,0,
Daylon Gordon,143915,HB,GA TECH,1,0,0,,0,0,176,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Joshua Robinson,143928,ED,GA TECH,12,11,1,100.0,0,0,176,0,0,60.8,64.3,85.8,54.6,71.3,71.9,0,7,0,0,13,13.0,3,0,0,137.5,2,2,0,1,0,4,347,345,0,5,318,22,0,2,190,153,0,7,9,1,2,9,1,15,15,7.5
Trenilyas Tatum,143931,LB,GA TECH,12,8,2,81.5,0,1,176,0,0,56.5,62.5,84.4,73.1,61.2,57.5,0,9,0,1,65,16.9,10,1,0,99.7,22,4,0,378,2,262,514,66,0,0,66,0,10,448,66,186,57,25,41,4,27,13,1,234,183,10.6
Thomas Davis,143939,ED,APP STATE,11,13,0,66.7,0,0,108,1,0,64.2,70.9,89.7,72.0,66.1,64.8,2,10,0,0,11,14.6,6,0,0,81.9,4,3,0,13,0,51,402,370,0,0,370,0,0,32,163,188,19,12,22,2,6,15,0,35,19,8.8
Allan Haye,143943,DI,TEMPLE,10,3,0,,0,0,306,0,0,60.0,45.6,83.2,59.8,35.7,27.8,0,4,0,0,,30.0,3,0,0,0.0,0,0,0,0,0,0,263,263,60,191,0,12,0,0,148,115,0,2,4,0,0,4,0,0,0,
Jabari Ishmael,143944,ED,MARSHALL,10,5,0,,0,2,214,0,0,55.3,63.3,88.1,56.9,67.6,78.0,1,6,0,0,,6.3,1,0,0,0.0,0,3,0,11,0,10,293,282,0,11,269,2,0,11,143,140,0,11,10,1,0,10,0,0,0,
Chase Smith,143952,LB,MIAMI FL,9,2,1,100.0,0,0,220,0,0,52.1,67.3,79.8,74.0,74.8,69.2,3,0,0,0,15,8.3,1,0,0,97.9,6,0,0,54,1,32,84,23,0,0,23,0,0,61,12,40,5,5,9,1,6,3,0,45,59,7.5
RaRa Dillworth,143956,ED,BAYLOR,7,2,0,,0,0,118,0,0,64.5,75.2,81.2,57.7,79.6,83.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,19,0,13,56,28,0,0,28,0,0,28,6,37,9,3,8,0,0,0,0,0,0,
Dontae Balfour,143957,CB,CHARLOTTE,12,7,0,61.5,0,1,136,0,0,71.5,74.2,84.9,60.2,80.2,65.5,1,0,0,2,58,13.1,8,7,4,85.4,32,1,0,131,616,385,779,1,0,0,1,0,4,778,4,390,27,13,46,3,52,2,2,440,135,13.8
DeAndre Boykins,143959,S,N CAROLINA,8,1,0,75.0,0,0,245,0,0,42.2,48.7,78.1,58.0,63.4,79.0,0,0,0,0,68,0.0,0,1,0,156.3,3,0,0,39,1,30,63,4,0,0,4,0,8,59,3,30,11,2,2,0,4,0,1,106,80,35.3
TyMir Brown,143960,CB,E CAROLINA,8,0,0,50.0,0,0,156,1,0,66.0,64.7,79.1,,55.8,80.7,0,0,0,0,66,0.0,0,1,0,83.3,5,0,0,12,112,64,124,0,0,0,0,0,0,124,0,60,0,2,5,0,10,0,0,95,44,19.0
Power Echols,143961,LB,N CAROLINA,12,14,1,64.3,0,0,245,1,0,75.8,71.5,61.4,61.1,67.5,62.9,2,10,1,1,72,13.5,12,4,1,80.4,18,1,0,644,3,338,789,47,0,0,47,0,2,742,91,360,93,26,63,1,28,13,0,266,184,14.8
Dontavius Nash,143972,CB,E CAROLINA,11,9,0,47.4,0,0,156,0,0,61.1,63.3,80.5,49.1,71.5,77.3,0,0,0,0,60,8.7,2,2,1,112.0,9,0,0,49,210,138,266,0,0,0,0,0,1,266,5,123,6,5,12,1,19,0,2,161,56,17.9
Jahvaree Ritzie,143977,DI,N CAROLINA,12,9,1,,0,0,245,0,0,61.8,63.4,84.8,64.1,59.6,80.1,1,7,1,1,,5.9,2,0,0,0.0,0,7,0,3,0,2,504,501,29,425,6,41,0,3,286,216,0,18,23,0,0,15,0,0,0,
Keeshawn Silver,143979,DI,KENTUCKY,12,8,0,,1,0,202,0,0,60.0,60.2,17.1,70.0,58.0,80.9,2,7,0,0,,0.0,0,0,3,0.0,0,1,0,1,0,0,312,311,242,67,1,1,0,1,141,171,0,9,15,0,0,10,0,0,0,
Sean Brown,143986,LB,NC STATE,12,16,0,84.2,0,2,248,3,0,56.6,60.5,87.6,66.6,58.2,58.4,3,14,0,0,71,17.2,16,1,0,113.0,32,4,0,516,2,308,779,183,0,0,183,0,13,596,152,319,65,41,61,4,38,21,1,343,238,10.7
Caden Fordham,143992,LB,NC STATE,6,9,0,83.3,0,0,248,1,0,71.9,73.6,0.0,78.0,68.0,82.1,4,5,0,0,22,9.1,4,2,2,104.9,10,1,0,300,0,140,321,19,0,0,19,0,0,302,48,133,2,26,31,2,12,10,0,110,117,11.0
Travali Price,144002,ED,NC STATE,12,8,0,,0,0,248,0,0,66.0,62.4,67.5,57.5,63.5,60.9,5,13,0,0,,10.3,3,0,1,0.0,0,2,0,0,0,0,498,498,8,40,113,337,0,0,298,200,0,15,18,4,0,20,0,0,0,
Dylan Bennett,144014,LB,PITTSBURGH,2,0,0,,0,0,268,0,0,,62.1,60.0,,60.5,74.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,
Noah Biglow,144015,CB,PITTSBURGH,5,0,0,20.0,0,0,268,0,0,80.6,76.7,76.4,,54.7,46.0,0,0,0,0,1,25.0,1,0,0,39.6,1,0,0,4,50,29,55,1,0,0,1,0,0,54,0,26,0,2,3,0,5,0,0,1,4,1.0
Jaden Bradley,144016,WR,UNLV,2,0,0,,0,0,325,0,0,60.0,62.4,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Tamarion Crumpley,144018,CB,PITTSBURGH,10,1,0,75.0,0,0,268,0,0,84.1,75.9,0.0,59.1,51.3,55.8,0,0,1,1,23,22.2,2,0,1,58.3,3,0,0,13,123,60,139,1,0,0,1,0,0,138,1,78,1,2,6,0,4,0,0,32,7,10.7
Elliot Donald,144019,DI,PITTSBURGH,4,1,0,,1,0,268,0,0,60.0,52.5,8.7,58.8,53.6,73.8,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,2,0,0,81,79,5,72,1,1,0,2,41,40,0,1,2,0,0,1,0,0,0,
Nahki Johnson,144025,DI,PITTSBURGH,11,9,0,,0,0,268,0,0,63.5,66.3,82.5,70.6,57.1,51.1,1,8,0,0,,15.0,3,1,0,0.0,0,0,0,2,0,0,325,322,19,296,2,5,0,3,186,139,0,6,8,1,0,9,0,0,0,
Nick Lapi,144027,LB,PITTSBURGH,5,0,0,100.0,0,0,268,0,0,77.4,77.9,76.6,54.4,73.5,79.4,0,0,0,0,6,0.0,0,0,0,80.6,3,0,0,25,0,20,38,4,0,0,4,0,0,34,6,12,7,3,4,1,3,0,0,10,5,3.3
Javon McIntyre,144029,S,PITTSBURGH,12,13,0,65.9,0,0,268,1,0,60.1,65.5,86.7,63.2,74.5,70.1,1,0,0,0,53,14.3,8,3,1,113.0,27,0,0,257,0,287,527,2,0,0,2,0,93,525,1,239,174,13,35,2,41,1,3,311,140,11.5
Phillip O'Brien Jr.,144033,S,PITTSBURGH,12,6,0,60.9,0,0,268,0,0,50.7,52.3,0.0,,71.2,82.6,0,0,0,1,48,6.5,2,1,3,114.8,14,0,0,185,0,243,384,0,0,0,0,0,56,384,0,141,143,1,23,0,23,0,2,282,123,20.1
Duce Chestnut,144040,S,SYRACUSE,12,18,0,52.2,0,1,304,0,0,75.5,73.3,89.0,72.9,65.4,53.3,1,3,0,1,42,19.7,15,5,1,67.7,12,1,0,244,9,382,661,47,0,0,47,0,273,614,14,265,88,24,43,3,23,5,1,142,48,11.8
Elijah Fuentes-Cundiff,144045,DI,SYRACUSE,9,5,0,,0,0,304,0,0,60.0,52.7,81.3,51.6,54.0,54.7,0,3,0,0,,11.8,2,0,0,0.0,0,0,0,0,0,2,188,188,15,121,25,27,0,0,97,89,0,6,10,0,0,3,0,0,0,
