player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tiger Bachmeier,174177,WR,STANFORD,12,39.2,0,300,48.4,,71.0,0,0,0,0.0,0.0,,1,0,0,170,0,0,0,434,0,263,0,0,170,2
Kris Mitchell,97659,WR,NOTRE DAME,13,41.8,0,258,62.2,,64.9,0,0,0,0.0,0.0,,1,0,0,170,0,0,0,407,0,237,0,0,170,1
Keelan Marion,147370,WR,BYU,12,40.9,0,128,69.6,,59.0,0,0,0,0.0,0.0,,0,0,0,170,0,0,0,416,0,228,0,0,170,0
Abdul-Fatai Ibrahim,120862,WR,LA TECH,12,39.6,0,208,49.3,,57.4,0,0,0,0.0,0.0,,0,0,0,169,0,0,0,427,0,257,0,0,169,0
Jake Taylor,158086,T,OKLAHOMA,4,100.0,0,261,56.1,62.6,51.0,2,6,90,100.0,100.0,93.3,0,10,2,169,0,0,0,169,99,99,0,169,70,0
Joseph Immediato,145493,G,UTEP,7,100.0,1,330,54.6,45.6,54.4,2,3,104,100.0,100.0,97.6,1,5,0,169,0,100,1,169,111,111,68,0,58,0
Aaron Anderson,157010,WR,LSU,12,31.1,1,211,71.4,,55.9,0,0,0,0.0,0.0,,3,0,0,169,0,0,0,544,0,375,0,0,169,0
Calvin Clements,173069,T,KANSAS,8,100.0,0,198,61.4,73.1,58.8,0,1,59,100.0,100.0,99.2,1,1,0,169,0,1,164,169,61,61,0,0,108,4
Cameron Wright,144289,WR,COAST CAR,10,50.8,0,141,61.9,62.1,48.8,0,0,1,0.6,0.6,100.0,3,0,0,169,0,0,0,333,1,165,0,0,168,1
Jace Sutulovich,173883,G,AIR FORCE,6,100.0,0,101,64.2,60.4,63.3,0,1,42,100.0,100.0,98.8,0,1,0,169,0,7,0,169,43,43,162,0,126,0
Billie Roberts,130379,T,BOWL GREEN,4,100.0,0,122,53.6,54.2,51.3,1,1,96,100.0,100.0,96.9,0,4,2,169,0,0,169,169,103,103,0,0,66,0
Octavian Smith Jr.,162805,WR,MARYLAND,11,29.2,0,215,50.5,,35.7,0,0,0,0.0,0.0,,0,0,0,169,0,0,0,578,0,408,0,0,169,1
John Busha,173849,QB,AIR FORCE,6,50.8,0,101,58.4,,60.1,0,0,0,0.0,0.0,,1,0,0,169,0,0,0,333,0,97,0,0,169,0
Nick Reimer,142535,T,BOWL GREEN,4,100.0,0,122,44.7,49.7,42.7,1,3,87,100.0,100.0,95.4,1,6,2,169,0,0,169,169,90,90,0,0,79,0
Parker Menefee,173874,TE,AIR FORCE,12,86.6,0,101,45.4,75.0,48.6,0,0,13,34.2,35.0,100.0,0,0,0,168,0,0,6,194,14,40,0,3,154,123
Jeff Persi,129593,T,MICHIGAN,6,100.0,0,222,52.0,58.7,51.5,1,7,80,100.0,100.0,92.5,1,10,2,168,0,0,156,168,82,82,0,0,86,11
Cam Pickett,163093,WR,BALL ST,12,29.8,0,117,64.5,,54.4,0,0,0,0.0,0.0,,1,0,0,168,0,0,0,564,0,378,0,0,168,0
Klabron Pollard,163566,G,SO MISS,10,99.4,0,296,57.4,69.2,55.3,0,2,87,100.0,98.9,97.7,1,3,1,168,0,0,0,169,94,95,162,0,74,2
Nate Anderson,122916,G,SMU,8,100.0,0,287,64.9,63.3,66.6,0,5,75,100.0,100.0,96.7,1,5,0,168,0,80,0,168,83,83,11,75,85,0
Weston Wallace,124043,G,GA SOUTHRN,11,100.0,0,174,77.5,81.1,80.6,0,2,86,100.0,100.0,98.8,1,2,0,168,0,2,0,168,94,94,165,0,74,0
Elijah Spencer,145575,WR,MINNESOTA,12,31.6,1,225,68.2,,39.8,0,0,0,0.0,0.0,,1,0,0,168,0,0,0,532,0,364,0,0,168,0
Cooper Cousins,183600,G,PENN STATE,13,100.0,0,266,54.9,33.7,56.4,1,4,49,100.0,100.0,94.9,0,5,0,167,15,38,0,167,52,52,100,0,115,2
Savion Williams,123101,WR,TCU,12,31.8,0,305,78.9,,54.3,0,0,0,0.0,0.0,,0,0,0,167,0,0,0,525,0,306,0,0,167,1
Omari Kelly,157048,WR,MIDDLE TN,11,31.8,0,224,73.5,61.0,62.8,0,0,1,0.3,0.3,100.0,0,0,0,167,0,0,0,525,1,357,0,0,166,0
Sahmir Hagans,143854,WR,DUKE,12,38.4,1,154,62.3,,38.2,0,0,0,0.0,0.0,,1,0,0,167,0,0,0,435,0,268,0,0,167,1
Damon Ward Jr.,100880,WR,N TEXAS,9,33.9,0,251,60.5,,54.1,0,0,0,0.0,0.0,,0,0,0,166,0,0,0,489,0,323,0,0,166,0
Dan Dishman,123308,TE,UTSA,11,53.4,0,331,61.3,64.5,56.7,0,0,24,14.9,15.7,100.0,0,0,0,166,0,0,0,311,27,172,0,0,139,228
Kenyon Sadiq,174132,TE,OREGON,12,53.5,0,264,79.6,72.6,81.7,0,0,7,5.3,6.2,100.0,1,0,0,166,0,0,0,310,9,146,1,4,157,132
Sean Brown,111094,WR,CHARLOTTE,12,39.9,0,136,78.0,,49.4,0,0,0,0.0,0.0,,3,0,0,166,0,0,0,416,0,250,0,0,166,0
Joe Cruz,158295,G,SYRACUSE,8,100.0,0,304,67.7,65.5,68.2,0,3,98,100.0,100.0,98.5,0,3,0,166,0,130,11,166,108,108,24,0,58,1
Bryce Kirtz,97424,WR,NWESTERN,10,36.1,1,256,70.7,,62.8,0,0,0,0.0,0.0,,1,0,0,166,0,0,0,460,0,294,0,0,166,0
Jack Hestera,154600,WR,UTAH ST,11,39.4,0,329,59.1,,47.9,0,0,0,0.0,0.0,,0,0,0,165,0,0,0,419,0,254,0,0,165,0
Tyler Little,172200,TE,ARK STATE,9,71.7,0,113,67.4,34.5,78.9,1,0,10,14.1,14.5,95.0,0,1,0,165,0,0,0,230,11,76,0,0,154,209
Jake Rendina,171009,HB,ARMY,11,84.6,0,114,60.8,53.7,64.7,2,1,46,93.9,94.4,94.6,1,4,1,165,0,0,0,195,51,54,0,0,114,1
Al-Jay Henderson,145676,HB,BUFFALO,12,31.9,0,126,77.3,60.7,56.7,0,3,75,31.9,31.4,96.7,0,4,1,165,0,0,0,517,77,245,0,0,88,0
Jordan Napier,175759,WR,S DIEGO ST,12,42.4,0,284,69.9,,67.2,0,0,0,0.0,0.0,,0,0,0,164,0,0,0,387,0,220,0,0,164,6
Finn Hogan,145726,WR,BOWL GREEN,11,42.2,0,122,49.0,,40.4,0,0,0,0.0,0.0,,3,0,0,164,0,0,0,389,0,225,0,0,164,17
Jalin Conyers,122920,TE,TEXAS TECH,12,41.8,0,315,77.7,75.4,84.4,0,0,16,7.1,7.6,100.0,2,0,0,164,0,0,0,392,18,238,0,0,146,154
Joshua Bates,173685,C,OKLAHOMA,4,100.0,0,261,52.5,56.8,53.7,0,3,81,100.0,100.0,96.9,1,4,1,164,164,0,0,164,85,85,0,0,79,0
T.J. Moore,189369,WR,CLEMSON,13,33.1,0,140,69.5,,55.5,0,0,0,0.0,0.0,,2,0,0,164,0,0,0,496,0,332,0,0,164,0
Reuben Unije,81675,T,UCLA,4,100.0,2,324,42.5,48.8,48.5,3,5,104,100.0,100.0,94.2,7,10,2,164,0,0,164,164,116,116,0,0,48,0
Eric Holley III,163154,WR,TOLEDO,12,42.8,0,316,46.6,,55.1,0,0,0,0.0,0.0,,3,0,0,164,0,0,0,383,0,219,0,0,164,1
Cameron Harpole,146163,TE,ARIZONA ST,12,76.9,0,110,44.3,68.2,45.1,1,0,13,22.0,24.6,96.2,1,1,0,163,0,0,0,212,16,65,0,0,147,139
Richie Hoskins,163715,WR,VANDERBILT,12,42.1,1,333,56.5,,55.1,0,0,0,0.0,0.0,,1,0,0,163,0,0,0,387,0,224,0,0,163,0
Bryson Green,144651,WR,WISCONSIN,8,46.8,0,349,64.0,,54.0,0,0,0,0.0,0.0,,1,0,0,163,0,0,0,348,0,185,0,0,163,0
Michael Harrison,131682,TE,S DIEGO ST,12,41.2,0,284,52.4,32.3,35.4,0,2,13,5.7,6.1,92.3,2,2,0,163,0,0,0,396,15,247,0,0,148,183
Joshua Meredith,146507,WR,WASH STATE,12,35.9,1,341,64.6,45.4,61.5,0,0,1,0.4,0.7,100.0,1,0,0,162,0,0,0,451,2,291,0,0,160,0
Cody Howard,162556,T,NAVY,8,77.5,0,237,65.1,79.2,64.3,0,0,11,19.6,19.0,100.0,0,0,0,162,0,0,11,209,11,58,0,19,151,144
Mareyohn Hrabowski,145923,TE,W MICHIGAN,10,71.7,0,347,49.1,60.7,44.3,0,2,22,26.5,25.6,95.5,0,2,0,162,0,1,0,226,22,86,0,0,140,194
Chris Hayes,176420,T,SO MISS,11,100.0,0,296,47.5,45.3,48.4,2,6,65,100.0,100.0,92.3,0,9,1,162,0,0,0,162,71,71,0,156,91,6
Justius Lowe,157248,WR,OREGON,10,47.8,0,264,58.7,,58.1,0,0,0,0.0,0.0,,0,0,0,161,0,0,0,337,0,176,0,1,161,1
Sav'ell Smalls,131915,TE,COLORADO,12,57.1,0,143,44.7,61.7,40.6,1,2,28,19.4,21.4,94.6,2,3,0,161,0,0,0,282,33,154,0,0,128,236
KC Concepcion,170362,WR,NC STATE,12,28.3,0,248,60.6,62.2,53.1,0,0,1,0.3,0.3,100.0,0,0,0,161,1,0,0,568,1,390,0,0,160,5
Falcon Kaumatule,73148,G,UTAH,9,100.0,0,328,70.9,71.7,72.8,1,0,80,100.0,100.0,99.4,1,1,0,161,0,0,0,161,83,83,140,20,78,0
KJ Jefferson,99129,QB,UCF,5,47.9,0,323,69.7,,60.2,0,0,0,0.0,0.0,,2,0,0,161,0,0,0,336,0,137,0,0,161,0
Dont'e Thornton Jr.,146547,WR,TENNESSEE,13,46.3,0,307,80.2,,61.5,0,0,0,0.0,0.0,,0,0,0,161,0,0,0,348,0,187,0,0,161,0
Michael Hershey,188250,C,MARYLAND,7,100.0,0,215,49.7,32.2,55.7,2,4,105,100.0,100.0,97.1,1,6,0,161,161,0,0,161,114,114,0,0,47,0
Chris Long,129885,WR,RUTGERS,8,47.6,0,278,57.5,,65.4,0,0,0,0.0,0.0,,0,0,0,161,0,0,0,338,0,177,0,0,161,0
Davon Wells,142483,WR,LA MONROE,12,47.8,0,209,64.2,62.1,57.9,0,0,0,0.0,0.6,,2,0,0,161,0,0,0,337,1,176,0,0,160,0
J. Michael Sturdivant,146288,WR,UCLA,11,31.6,0,324,60.6,,62.9,0,0,0,0.0,0.0,,0,0,0,161,0,0,0,510,0,348,0,0,161,0
Tyce Ferrell,148074,TE,BALL ST,12,70.6,0,117,66.2,68.5,81.7,1,0,20,23.8,23.9,92.5,0,2,1,161,0,0,0,228,21,88,0,0,140,193
Layth Ghannam,174783,G,VA TECH,3,100.0,0,337,49.5,63.6,45.0,0,1,73,100.0,100.0,97.9,0,2,1,160,0,160,0,160,77,77,0,0,83,0
Devan Williams,162635,WR,HOUSTON,12,51.9,0,182,55.9,,47.3,0,0,0,0.0,0.0,,1,0,0,160,0,0,0,308,0,147,0,0,160,3
Kenny Johnson,175419,WR,PITTSBURGH,12,29.1,0,268,67.0,,57.0,0,0,0,0.0,0.0,,1,0,0,160,0,0,0,550,0,387,0,0,160,1
Casey Reynolds,147315,TE,ARMY,12,64.3,0,114,91.8,68.1,53.8,0,0,3,3.5,3.3,100.0,0,0,0,160,0,0,0,249,3,92,0,0,157,94
Daniel Gonzalez,141268,T,MIDDLE TN,5,100.0,0,224,29.8,11.9,44.6,0,8,99,100.0,100.0,93.9,1,10,2,160,0,0,94,160,101,101,0,56,59,10
Darrius Clemons,158532,WR,OREGON ST,9,45.6,0,265,66.7,,67.9,0,0,0,0.0,0.0,,1,0,0,160,0,0,0,351,0,191,0,0,160,0
Christan Horn,122243,WR,APP STATE,9,43.5,0,108,64.0,61.0,57.1,0,0,1,0.5,0.5,100.0,2,0,0,160,0,0,1,368,1,209,0,0,159,0
Johnny Williams IV,173193,T,W VIRGINIA,6,100.0,0,343,69.5,79.5,65.0,1,2,71,100.0,100.0,96.5,1,4,1,160,0,0,159,160,82,82,0,0,78,0
Peter Montini,128239,TE,COLO STATE,11,79.2,0,144,54.5,53.5,52.4,0,2,14,28.0,26.3,92.9,1,2,0,160,0,0,0,202,15,57,0,0,145,128
Dylan Sampson,163772,HB,TENNESSEE,13,26.8,0,307,90.5,64.4,58.9,1,5,118,41.1,42.8,96.6,1,7,1,160,0,0,0,598,133,311,0,0,27,0
Marquez Cooper,130489,HB,S DIEGO ST,12,21.4,0,284,78.6,63.4,50.4,1,5,121,31.0,31.8,96.7,1,7,1,160,0,0,0,748,134,422,0,0,26,1
Jalen Kitna,146688,QB,UAB,8,29.4,0,321,60.2,62.2,60.7,0,0,1,0.3,0.3,100.0,4,0,0,159,0,0,0,540,1,374,0,0,158,0
Dylan Wade,170208,TE,MARYLAND,12,36.5,0,215,61.1,67.0,42.3,0,0,17,6.1,7.4,100.0,1,0,0,159,0,0,0,436,22,299,0,0,137,236
Lawson Luckie,173544,TE,GEORGIA,12,39.6,0,173,61.9,54.9,50.9,1,0,15,6.3,6.2,96.7,2,1,0,159,0,0,3,402,16,259,0,0,143,162
Dacari Collins,144111,WR,NC STATE,11,41.3,0,248,69.1,,76.2,0,0,0,0.0,0.0,,0,0,0,159,0,0,0,385,0,226,0,0,159,5
Ashton Craig,156964,C,NOTRE DAME,3,100.0,0,258,61.3,63.4,66.3,0,1,85,100.0,100.0,99.4,3,1,0,159,159,0,0,159,89,89,0,0,70,0
Jevon Jackson,149110,HB,UTEP,12,28.5,0,330,76.0,86.0,51.7,0,1,87,30.6,31.2,99.4,0,1,0,159,0,0,0,557,93,298,0,0,66,1
D.J. Geth,170103,G,LIBERTY,9,100.0,0,206,63.7,68.9,64.1,0,2,64,100.0,100.0,98.4,1,2,0,158,0,34,0,158,68,68,124,0,90,0
Bennett Christian,156482,TE,OHIO STATE,13,79.8,0,260,57.0,52.7,58.5,0,0,18,34.0,31.0,100.0,0,0,0,158,0,0,0,198,18,58,0,0,140,155
Zen Michalski,145062,T,OHIO STATE,8,100.0,0,260,61.7,33.2,74.1,0,5,75,100.0,100.0,94.0,2,7,2,158,0,0,158,158,78,78,0,0,80,0
Eli Holstein,172381,QB,PITTSBURGH,10,28.1,0,268,63.1,,60.1,0,0,0,0.0,0.0,,0,0,0,158,0,0,0,563,0,374,0,0,158,0
Jake Boust,146027,TE,FRESNO ST,8,67.2,0,169,54.4,52.2,64.1,2,1,23,24.2,25.2,93.5,0,3,0,158,0,0,0,235,26,103,0,0,132,191
Oscar Cardenas,98291,TE,UTSA,8,49.1,0,331,54.5,54.7,42.0,0,2,26,14.3,14.2,96.2,1,2,0,158,0,0,0,322,27,190,0,1,131,188
Kendrick Bell,125137,WR,MICHIGAN,12,49.2,0,222,51.7,,54.3,0,0,0,0.0,0.0,,0,0,0,157,0,0,0,319,0,162,0,0,157,0
Tommy Ulatowski,163150,QB,KENT STATE,10,38.1,0,201,57.2,,60.3,0,0,0,0.0,0.0,,2,0,0,157,0,0,0,412,0,232,0,0,157,0
Casey Cain,144727,WR,UNLV,11,53.8,0,325,61.2,61.9,59.1,0,0,1,0.8,0.7,100.0,1,0,0,157,0,0,0,292,1,135,0,0,156,0
Kade Eldridge,176636,TE,USC,12,67.1,0,326,35.0,39.0,38.8,0,4,31,29.5,28.7,93.5,2,4,0,157,0,0,0,234,31,108,0,0,126,203
A.J. Henning,129580,WR,NWESTERN,12,29.1,1,256,69.0,,63.9,0,0,0,0.0,0.0,,2,0,0,157,0,0,0,539,0,377,0,0,157,2
Thornton Gentry,143993,G,APP STATE,6,100.0,0,108,52.6,56.9,51.5,0,3,89,100.0,100.0,97.2,1,4,1,156,0,0,0,156,95,95,155,0,61,0
Zachariah Branch,174142,WR,USC,12,31.8,0,326,66.3,44.0,59.2,0,0,2,0.6,0.6,100.0,2,0,0,156,0,0,0,490,2,334,0,0,154,5
Jordan Hall,173328,T,UAB,4,100.0,3,321,54.9,62.5,64.5,3,6,109,100.0,100.0,95.9,4,9,0,156,0,0,104,156,114,114,0,50,42,1
Austin Anderson,174919,T,LIBERTY,4,100.0,0,206,76.3,73.7,72.9,0,3,55,100.0,100.0,97.3,0,3,0,156,0,0,8,156,58,58,0,139,98,9
Grayson James,145214,QB,BOSTON COL,5,47.7,0,121,73.1,,60.2,0,0,0,0.0,0.0,,0,0,0,155,0,0,0,325,0,154,0,0,155,0
Malik Benson,169698,WR,FLORIDA ST,12,35.5,0,167,59.2,,59.2,0,0,0,0.0,0.0,,0,0,0,155,0,0,0,437,0,280,0,0,155,0
Addison Ostrenga,156430,TE,IOWA,7,65.4,0,192,57.1,40.0,47.0,0,1,9,10.1,9.9,94.4,0,1,0,155,0,0,0,237,9,91,0,0,146,163
Andre Greene Jr.,162748,WR,VIRGINIA,11,42.0,0,335,53.9,,48.9,0,0,0,0.0,0.0,,2,0,0,155,0,0,0,369,0,214,0,0,155,0
Malachi Holt-Bennett,144832,WR,UAB,12,36.6,1,321,50.9,64.4,58.3,0,0,1,0.4,0.4,100.0,5,0,0,155,0,0,0,423,1,269,0,0,154,3
Joe Fagnano,104768,QB,UCONN,9,41.1,0,146,65.1,,60.2,0,0,0,0.0,0.0,,1,0,0,154,0,0,0,375,0,205,0,0,154,0
Jason Steele,173457,C,BOISE ST,5,100.0,0,120,65.8,69.0,62.8,0,3,65,100.0,100.0,97.7,0,3,0,154,154,0,0,154,70,70,0,0,84,0
Dalton Stroman,147022,WR,APP STATE,10,40.0,0,108,63.5,66.4,67.4,0,0,1,0.5,0.4,100.0,1,0,0,154,0,0,2,385,1,232,0,0,153,0
Brett Buckman,105723,WR,UCONN,12,65.3,0,146,54.3,,56.3,0,0,0,0.0,0.0,,1,0,0,154,0,0,0,236,0,82,0,0,154,23
Ketron Jackson Jr.,146624,WR,BAYLOR,10,46.4,0,118,57.8,,55.2,0,0,0,0.0,0.0,,1,0,0,153,0,0,0,330,0,177,0,0,153,0
Jabre Barber,123689,WR,TEXAS A&M,11,39.7,0,312,70.7,,55.6,0,0,0,0.0,0.0,,1,0,0,153,0,0,0,385,0,225,0,0,153,0
Parker Poloskey,171004,T,ARMY,10,87.4,0,114,58.1,56.5,65.4,0,1,6,22.2,21.4,91.7,1,1,0,153,0,0,32,175,6,28,0,18,147,96
Elijah Boyd,170507,TE,BOWL GREEN,12,77.3,0,122,43.9,45.0,54.9,0,2,32,41.6,41.6,96.9,0,2,0,153,0,0,0,198,32,77,0,0,121,171
Delbert Mimms III,99609,HB,E MICHIGAN,12,29.8,0,160,72.0,74.1,49.5,0,6,96,36.4,36.8,96.9,0,6,0,153,0,0,0,514,103,280,0,0,50,0
Marshall Lang,52369,TE,NWESTERN,12,41.2,0,256,51.9,74.5,54.0,0,0,6,2.8,2.7,100.0,0,0,0,152,0,0,0,369,6,222,0,0,146,166
Tre Harris,122676,WR,OLE MISS,8,41.5,0,226,89.7,,76.1,0,0,0,0.0,0.0,,3,0,0,152,0,0,0,366,0,214,0,0,152,1
DT Sheffield,174143,WR,N TEXAS,12,28.8,0,251,74.2,,35.2,0,0,0,0.0,0.0,,3,0,0,152,0,0,0,528,0,373,0,0,152,2
RJ Harvey,99622,HB,UCF,12,25.8,0,323,85.1,21.8,58.0,2,7,78,28.9,28.8,90.4,1,12,3,151,0,0,0,586,81,281,0,0,70,1
DJ Rogers,144696,TE,TCU,12,55.1,0,305,63.8,30.4,68.4,0,1,17,12.7,12.1,97.1,1,1,0,151,0,0,0,274,17,140,0,0,134,182
Daba Fofana,144305,WR,NAVY,12,61.6,0,237,57.9,32.1,64.0,1,1,40,53.3,53.3,92.5,1,4,2,151,0,0,0,245,40,75,0,0,111,0
Luke Lindenmeyer,156460,TE,NEBRASKA,12,77.8,0,238,77.3,75.8,82.0,0,0,14,25.5,27.1,100.0,0,0,0,151,0,0,0,194,16,59,0,0,135,155
Ke'Shawn Williams,123406,WR,INDIANA,13,43.4,0,190,80.1,,55.9,0,0,0,0.0,0.0,,0,0,0,151,0,0,0,348,0,195,0,0,151,7
Raylen Sharpe,144255,WR,FRESNO ST,11,30.8,0,169,72.7,63.9,68.1,0,0,1,0.3,0.3,100.0,0,0,0,151,0,0,0,490,1,338,0,0,150,5
Ismael Cisse,176609,WR,STANFORD,12,39.5,0,300,63.1,61.0,57.1,0,0,1,0.5,0.4,100.0,1,0,0,151,0,0,0,382,1,228,0,0,150,5
Jaylan Jeffers,131714,T,UCLA,4,100.0,0,324,51.0,59.6,52.8,1,4,79,100.0,100.0,96.8,2,5,0,150,0,0,150,150,83,83,0,0,67,0
Nic Trujillo,175742,WR,NEW MEXICO,12,40.1,0,241,65.8,,63.0,0,0,0,0.0,0.0,,0,0,0,150,0,0,0,374,0,224,0,0,150,0
Landon Parker,88746,WR,TROY,12,39.3,0,318,64.9,,61.5,0,0,0,0.0,0.0,,4,0,0,150,0,0,0,382,0,232,0,0,150,0
Robert Williams,147155,WR,LA LAFAYET,12,41.9,0,207,59.1,67.4,46.7,0,1,1,0.5,0.5,50.0,2,1,0,149,0,0,0,356,1,208,0,0,148,1
Mario Craver,184754,WR,MISS STATE,9,39.3,0,227,67.3,,56.4,0,0,0,0.0,0.0,,2,0,0,149,0,0,0,379,0,226,0,0,149,0
Quinton Cooley,123380,HB,LIBERTY,11,33.4,0,206,85.1,58.7,47.8,0,5,77,46.7,48.3,96.8,1,5,0,149,0,0,0,446,87,180,0,0,62,0
Jake Garcia,143941,QB,E CAROLINA,6,38.9,0,156,68.1,62.2,60.1,0,0,1,0.5,0.5,100.0,0,0,0,149,0,0,0,383,1,221,0,0,148,0
Harrison Moore,183220,G,GA TECH,10,98.0,0,176,68.9,67.3,69.0,1,0,57,95.0,95.1,99.1,0,1,0,148,3,109,0,151,58,61,0,0,90,36
Adam Parks,175683,TE,NEW MEX ST,10,71.8,0,242,64.2,70.6,68.7,0,0,18,24.7,27.5,100.0,1,0,0,148,0,0,4,206,22,80,0,4,126,137
Kwazi Gilmer,184979,WR,UCLA,11,32.7,0,324,63.0,,57.5,0,0,0,0.0,0.0,,2,0,0,148,0,0,0,452,0,303,0,0,148,5
Ezomo Oratokhai,190888,G,NWESTERN,3,100.0,0,256,61.2,76.5,58.2,0,2,90,100.0,100.0,98.9,1,2,0,148,0,148,0,148,91,91,0,0,57,0
Beau Johnson,97640,TE,GA SOUTHRN,12,58.7,0,174,55.6,60.6,55.1,0,0,18,15.3,14.8,100.0,2,0,0,148,0,0,0,252,18,122,0,0,130,185
Dante Wright,97188,WR,TEMPLE,9,35.3,0,306,82.0,,49.2,0,0,0,0.0,0.0,,0,0,0,148,0,0,0,419,0,266,0,0,148,2
DeAndre Moore Jr.,173164,WR,TEXAS,13,37.8,0,311,60.8,76.2,60.9,0,0,2,0.8,0.8,100.0,2,0,0,147,0,0,0,389,2,244,0,0,145,0
Brayden Schager,146078,QB,HAWAII,11,20.5,1,180,74.9,,60.0,0,0,0,0.0,0.0,,5,0,0,147,0,0,0,716,0,521,0,0,147,0
Sioape Vatikani,158334,G,CAL,4,100.0,0,130,54.6,59.2,50.5,1,2,89,100.0,100.0,97.2,0,4,1,147,0,97,0,147,93,93,50,0,54,0
Dalen Cobb,158341,WR,GA SOUTHRN,12,30.4,1,174,60.4,62.1,38.6,0,0,1,0.3,0.3,100.0,2,0,0,147,0,0,0,483,1,331,0,0,146,3
Micah Sahakian,148757,G,DUKE,4,96.7,0,154,52.5,73.2,48.1,0,1,74,93.7,94.0,99.3,1,1,0,147,0,0,0,152,78,83,117,0,69,35
Aaron Young,97161,HB,DOMINION,11,29.8,0,263,80.4,59.6,59.1,0,2,66,28.0,29.0,95.5,0,4,2,147,0,0,0,494,72,248,0,0,75,0
Colston Loveland,158540,TE,MICHIGAN,10,39.2,0,222,85.9,30.9,53.3,0,1,6,2.7,2.6,75.0,1,2,1,146,0,0,0,372,6,231,0,0,140,188
Jake Bruno,151266,TE,OHIO,12,69.2,0,259,45.6,44.2,53.9,1,1,12,16.2,15.6,91.7,0,2,0,146,0,0,0,211,12,77,0,0,134,69
Tahj Brooks,123133,HB,TEXAS TECH,11,20.0,0,315,83.3,65.6,69.3,3,4,111,28.5,28.7,95.9,0,8,1,145,0,0,0,725,117,408,0,0,28,0
Amir McGruder,184319,WR,LA MONROE,9,65.0,1,209,46.0,,53.7,0,0,0,0.0,0.0,,2,0,0,145,0,0,0,223,0,78,0,0,145,0
Brant Kuithe,84071,TE,UTAH,9,39.9,0,328,74.6,68.8,41.6,0,0,11,5.3,5.4,90.9,1,1,1,145,0,0,0,363,12,222,0,0,133,172
Ayden Greene,174784,WR,VA TECH,12,47.9,0,337,55.7,,49.4,0,0,0,0.0,0.0,,2,0,0,145,0,0,0,303,0,152,0,0,145,2
Keshaun Singleton,175325,WR,USF,10,41.9,1,327,67.6,64.4,71.4,0,0,1,0.5,0.5,100.0,3,0,0,144,0,0,0,344,1,201,0,0,143,5
Ashton Daniels,157259,QB,STANFORD,11,24.1,0,300,71.6,,60.0,0,0,0,0.0,0.0,,0,0,0,144,0,0,0,597,0,358,0,0,144,0
Kyle Monangai,129891,HB,RUTGERS,11,24.6,0,278,77.3,51.2,71.0,4,3,103,37.5,37.2,94.7,1,9,2,144,0,0,0,585,109,293,0,0,35,0
Noah Meyers,173445,TE,W KENTUCKY,6,56.0,0,346,61.9,74.3,52.0,0,0,26,19.4,19.3,100.0,1,0,0,144,0,0,4,257,27,140,0,1,117,179
Corey Dyches,129504,TE,CAL,9,43.8,1,130,56.8,75.2,35.8,1,0,30,14.5,14.7,98.3,3,1,0,144,0,0,0,329,32,217,0,0,112,94
Isaiah Jatta,171896,T,BYU,3,100.0,0,128,63.6,58.6,63.7,1,4,79,100.0,100.0,96.8,0,5,0,144,0,0,0,144,88,88,0,144,56,0
Regis Velez,144350,TE,NAVY,9,84.2,0,237,56.6,65.4,62.1,0,0,1,3.6,3.6,100.0,0,0,0,144,0,0,0,171,1,28,0,0,143,31
Canon Boone,146846,G,MISS STATE,6,100.0,0,227,62.9,69.6,63.0,1,1,86,100.0,100.0,98.8,1,2,0,144,9,69,0,144,91,91,66,0,53,0
Navelle Dean,173781,WR,KENNESAW,12,52.4,0,200,50.6,,57.6,0,0,0,0.0,0.0,,0,0,0,143,0,0,0,273,0,129,0,0,143,0
Corey Thompson Jr.,174081,WR,UNLV,11,60.9,0,325,51.6,,56.6,0,0,0,0.0,0.0,,1,0,0,143,0,0,0,235,0,92,0,0,143,1
Zack Conti,100242,G,SO MISS,7,100.0,0,296,63.0,70.3,60.5,0,0,64,100.0,100.0,98.4,0,1,1,143,0,143,0,143,68,68,0,0,75,0
Elyjah Thurmon,183204,T,CLEMSON,7,100.0,0,140,59.9,67.6,61.6,0,2,66,100.0,100.0,98.5,2,2,0,143,0,0,142,143,70,70,0,0,73,1
Zach Greenberg,190848,C,N CAROLINA,4,100.0,0,245,70.4,74.9,66.4,2,0,58,100.0,100.0,98.3,0,2,0,143,137,0,0,143,66,66,6,0,77,0
Nick Cenacle,169053,WR,HAWAII,12,23.4,0,180,67.4,63.9,64.6,0,0,1,0.2,0.2,100.0,2,0,0,143,0,0,0,610,1,468,0,0,142,0
Elijah Williams,188242,C,KENT STATE,3,100.0,0,201,51.9,52.6,51.5,1,1,79,100.0,100.0,97.5,1,3,1,143,137,6,0,143,85,85,0,0,58,0
